# 这是王文倩同学提供的自定义的椭球参数投影文件
#数据文件中的 # : , 均应为英文字符
#可以忽略0个空格的行
#可以忽略有多个空格的行
#CS 指定坐标系 BJ54 XA80 CGCS2000 WGS84 CS00 
#CS: BJ54
#CS: XA80
#CS: CGCS2000
#CS: WGS84
CS: CS00, 6379344.2960, 298.3  
# 此处利用系统默认角度数据格式为D.MMSS, 而且后设置角度格式，而将此处定义为106度25分
L0: 106.25
YKM: 500
N: 35

#FORMAT: BL or XY or BLXY or XYBL
FORMAT: BL

# 角度的单位， 默认为 D.MMSS
# ANGLE : DEGREE D.MMSSS RADIAN 
ANGLE: DEGREE

#点名, B, L
GPSⅠ248,	25.45951686,	105.4662832
GPSⅠ249,	26.10029054,	106.6078931
GPSⅠ250,	26.10003141,	106.6120699
GPSⅠ251,	26.09855797,	106.6161451
GPSⅠ252,	26.09701409,	106.6203655
GPSⅠ253,	26.0981729	,    106.6258519
GPSⅠ254,	25.98765608,	106.4068826
GPSⅠ255,	25.98136672,	106.349697
GPSⅠ256,	25.98010549,	106.3443505
GPSⅠ264,	25.87451696,	106.2388421
GPSⅠ265,	25.87336375,	106.2343863
GPSⅠ266,	25.87450929,	106.2288738
GPSⅠ267,	25.8696185	,    106.2254858
GPSⅠ268,	25.8661426	,    106.2192958
GPSⅠ269,	25.8628576	,    106.2132264
GPSⅠ270,	25.86121214,	106.2090543
GPSⅠ271,	25.85834681,	106.2055676
GPSⅠ272,	25.85608448,	106.1996244
GPSⅠ273,	25.84494329,	106.1895744
GPSⅠ274,	25.84063606,	106.1881271
GPSⅠ275,	25.83632834,	106.1867338
GPSⅠ276,	25.8336451	,    106.185569
GPSⅠ277,	25.82767903,	106.1840686
GPSⅠ278,	25.82286469,	106.1848428
GPSⅠ279,	25.80919906,	106.1808715
GPSⅠ280,	25.80456773,	106.181121
GPSⅠ281,	25.80106026,	106.1807289
GPSⅠ282,	25.79619081,	106.1773775
GPSⅠ283,	25.79392065,	106.1733774
GPSⅠ284,	25.79191785,	106.1676275
GPSⅠ285,	25.78688604,	106.1671036
GPSⅠ286,	25.78422085,	106.164977
GPSⅠ287,	25.78154853,	106.16096
GPSⅠ288,	25.78212736,	106.1583147
GPSⅠ289,	25.78167657,	106.1552785
GPSⅠ290,	25.77404585,	106.1461716
GPSⅠ291,	25.77442451,	106.1425467
GPSⅠ292,	25.77169035,	106.1395178
GPSⅠ293,	25.77082171,	106.1365453
GPSⅠ294,	25.76962175,	106.1345809
GPSⅠ295,	25.76932797,	106.1302742
GPSⅠ296,	25.76598673,	106.1271218
GPSⅠ297,	25.76344677,	106.1237244
GPSⅠ298,	25.76102795,	106.120084
GPSⅠ299,	25.75964602,	106.1148014
GPSⅠ300,	25.75009493,	106.1035901
GPSⅠ301,	25.75051356,	106.0989119
GPSⅠ302,	25.74769134,	106.0933901
GPSⅠ303,	25.7433865	,    106.0883774
GPSⅠ304,	25.74489022,	106.0839257
GPSⅠ305,	25.74772842,	106.078189
GPSⅠ306,	25.74793677,	106.0729248
GPSⅠ307,	25.7455279	,    106.0691514
GPSⅠ308,	25.73997	    ,    106.0542146
GPSⅠ309,	25.73886089,	106.0490685
GPSⅠ310,	25.73973745,	106.0462968
GPSⅠ311,	25.73660508,	106.0438143
GPSⅠ312,	25.73528856,	106.0401541
GPSⅠ313,	25.73262329,	106.0353766
GPSⅠ314,	25.7359807	,    106.029679
GPSⅠ315,	25.73334274,	106.0260688
GPSⅠ316,	25.74070498,	105.9610949
GPSⅠ317,	25.74133298,	105.9575305
GPSⅠ318,	25.73984619,	105.9706419
GPSⅠ319,	25.740176	    ,    105.9652332
GPSⅠ320,	25.7478614	,    105.9446185
GPSⅠ321,	25.74831938,	105.9391799
GPSⅠ322,	25.74460751,	105.939938
GPSⅠ323,	25.74090274,	105.9376476
GPSⅠ324,	25.73512488,	105.9356
GPSⅠ325,	25.73071395,	105.9386275
GPSⅠ326,	25.72481533,	105.9408947
GPSⅠ327,	25.72165941,	105.9409075
GPSⅠ328,	25.71534261,	105.9390539
GPSⅠ329,	25.71154234,	105.9396361
GPSⅠ330,	25.6956017	,    105.9363944
GPSⅠ331,	25.69303868,	105.9358921
GPSⅠ332,	25.74057981,	105.9756668
GPSⅠ333,	25.73902114,	105.9837394
GPSⅠ334,	25.73795751,	105.988895
GPSⅠ335,	25.73634714,	105.9917541
GPSⅠ336,	25.7349134	,    105.9972896
GPSⅠ337,	25.57158258,	105.870747
GPSⅠ338,	25.56601214,	105.8701945
GPSⅠ339,	25.56095397,	105.8683443
GPSⅠ340,	25.54812137,	105.8633803
GPSⅠ341,	25.5458442	,    105.8581459
GPSⅠ342,	25.84323764,	106.2190305
GPSⅠ343,	25.83971295,	106.2182562
GPSⅠ344,	25.83519814,	106.220446
GPSⅠ345,	25.83322922,	106.2160244
GPSⅠ346,	25.81766495,	106.1973635
GPSⅠ347,	25.81606187,	106.1903181
GPSⅠ348,	25.81116015,	106.1859209
GPSⅠ349,	25.43894447,	105.1461178
GPSⅠ350,	25.44290959,	105.1507756
GPSⅠ351,	25.46531779,	105.4430239
GPSⅠ352,	25.46790966,	105.4370222
GPSⅠ353,	25.47093014,	105.4334646
GPSⅠ354,	25.47230261,	105.4296621
GPSⅠ355,	25.47382377,	105.425006
GPSⅠ356,	25.47415368,	105.4207123
GPSⅠ357,	25.47543919,	105.4159144
GPSⅠ358,	25.47662466,	105.4114939
GPSⅠ359,	25.47614177,	105.3956727
GPSⅠ360,	25.47610144,	105.3927091
GPSⅠ361,	25.47325782,	105.3877763
GPSⅠ362,	25.47761364,	105.3831427
GPSⅠ363,	25.47877578,	105.3753492
GPSⅠ364,	25.47888612,	105.3691886
GPSⅠ365,	25.48214224,	105.3672213
GPSⅠ366,	25.48722183,	105.3623621
GPSⅠ367,	25.49130029,	105.349206
GPSⅠ368,	25.49143027,	105.3453654
GPSⅠ369,	25.49201377,	105.3373576
GPSⅠ370,	25.49072659,	105.3353444
GPSⅠ371,	25.48580993,	105.330766
GPSⅠ372,	25.48684992,	105.3245935
GPSⅠ373,	25.48681175,	105.3183969
GPSⅠ384,	25.48149245,	105.3051814
GPSⅠ385,	25.47951888,	105.3008536
GPSⅠ386,	25.47719588,	105.2966326
GPSⅠ387,	25.47553467,	105.2922062
GPSⅠ388,	25.47364133,	105.288589
GPSⅠ389,	25.46880875,	105.2870854
