#数据文件中的 # : , 均应为英文字符
#可以忽略0个空格的行
#可以忽略有多个空格的行
#CS 指定坐标系 BJ54 XA80 CGCS2000 WGS84 CS00
#CS: BJ54
#CS: XA80
#CS: WGS84
#CS: CGCS2000
#CS: CS00, 6378137, 298.257222101
CS: CS00, 6379344.296, 298.3
#角度数据格式为D.MMSS
L0: 106.25
YKM: 0
N: 0
#角度的单位，默认为 D.MMSS
#ANGLE : DEGREE D.MMSSS RADIAN
ANGLE: D.MMSSS
#FORMAT: BL or XY or BLXY or XYBL
FORMAT: BL
#点名, B, L, X, Y, 子午线收敛角(γ),长度比(m)
GPSⅠ103, 25.2299740356, 105.410186864, 2809246.50119788, -73761.7682484917, -0°18′50.94213″, 1.0000671325066
GPSⅠ104, 25.2307309068, 105.404858428, 2809481.50268469, -74131.9262113978, -0°18′56.72543″, 1.00006780795944
GPSⅠ105, 25.2303891912, 105.403475668, 2809378.46118026, -74519.1335866642, -0°19′02.6143″, 1.00006851818068
GPSⅠ106, 25.2311100876, 105.402603604, 2809601.70131013, -74761.7346315227, -0°19′06.4377″, 1.00006896501597
GPSⅠ107, 25.2324455616, 105.400625152, 2810015.83793288, -75312.6110237746, -0°19′15.0785″, 1.00006998505198
GPSⅠ108, 25.2327935016, 105.394969548, 2810125.53200833, -75774.9031369833, -0°19′22.21971″, 1.00007084686601
GPSⅠ109, 25.2855642008, 105.471896756, 2820147.14242454, -63166.275903855, -0°16′12.79503″, 1.00004923021689
GPSⅠ110, 25.2912493824, 105.470798432, 2820667.2801188, -63470.6632546763, -0°16′17.68838″, 1.00004970578532
GPSⅠ111, 25.2808749524, 105.452818548, 2818718.77605835, -66268.409143435, -0°17′-00.02507″, 1.00005418457378
GPSⅠ112, 25.282210862, 105.450196128, 2819133.60403297, -66999.077209517, -0°17′11.39344″, 1.00005538600032
GPSⅠ113, 25.27288288, 105.442004828, 2817499.5901357, -68178.4649548953, -0°17′28.85251″, 1.00005735325911
GPSⅠ114, 25.2641790012, 105.435587968, 2816055.21721161, -68861.2508607907, -0°17′38.73517″, 1.00005850791052
GPSⅠ115, 25.2624475272, 105.440688848, 2815520.70567613, -68556.3174805889, -0°17′33.8188″, 1.00005799093085
GPSⅠ116, 25.260459186, 105.441489056, 2814907.56769951, -68335.7955015515, -0°17′30.16811″, 1.00005761851166
GPSⅠ117, 25.253697428, 105.441669272, 2814057.26272928, -68289.7514676101, -0°17′29.09857″, 1.00005754097155
GPSⅠ118, 25.251167312, 105.443125616, 2813276.44877417, -67886.6321895778, -0°17′22.57582″, 1.0000568637061
GPSⅠ121, 25.243637926, 105.421621944, 2812209.73674352, -71667.0043144747, -0°18′20.151″, 1.00006337330484
GPSⅠ122, 25.2435335296, 105.420369432, 2812179.47632062, -72017.3108155012, -0°18′25.51437″, 1.00006399436285
GPSⅠ123, 25.242387718, 105.415105328, 2811828.70179409, -72372.5860033587, -0°18′30.80931″, 1.00006462735692
GPSⅠ124, 25.2415999336, 105.414188084, 2811587.61037467, -72630.3155479189, -0°18′34.65553″, 1.00006508850234
GPSⅠ125, 25.2405350572, 105.41390336, 2811260.27897617, -72711.6857973752, -0°18′35.75587″, 1.00006523446232
GPSⅠ126, 25.2403567888, 105.412048244, 2811208.22459964, -73230.6119966428, -0°18′43.69416″, 1.00006616892669
GPSⅠ127, 25.2417710956, 105.422404368, 2811633.97474072, -71451.3362787953, -0°18′16.58427″, 1.00006299251468
GPSⅠ128, 25.2402299176, 105.422016612, 2811160.18804027, -71562.2619189466, -0°18′18.07523″, 1.00006318830475
GPSⅠ129, 25.2436281448, 105.432381736, 2812196.78006999, -69777.3523970726, -0°17′51.14042″, 1.00006007539041
GPSⅠ130, 25.2420527632, 105.433638352, 2811710.07043454, -69428.5770443077, -0°17′45.57635″, 1.00005947637082
GPSⅠ131, 25.241163106, 105.434957248, 2811434.34153838, -69061.2803669925, -0°17′39.82103″, 1.00005884876249
GPSⅠ132, 25.242646072, 105.441092444, 2811887.73218559, -68462.0390474836, -0°17′30.81931″, 1.00005783188506
GPSⅠ133, 25.2441253984, 105.44201552, 2812341.7443565, -68201.6814131657, -0°17′27.01644″, 1.00005739281129
GPSⅠ134, 25.250011694, 105.442653332, 2812921.42677479, -68020.4470210543, -0°17′24.48019″, 1.00005708813626
GPSⅠ135, 25.2342354744, 105.42183366, 2810546.58559987, -71616.6793981706, -0°18′18.63633″, 1.00006328450529
GPSⅠ136, 25.2332095284, 105.421205964, 2810231.74300965, -71793.8567532779, -0°18′21.21321″, 1.00006359805628
GPSⅠ137, 25.2319509936, 105.421019844, 2809844.65350878, -71847.962922682, -0°18′21.86976″, 1.00006369399282
GPSⅠ138, 25.2309980664, 105.41540816, 2809553.76450196, -72300.1582212399, -0°18′28.67295″, 1.000064498307
GPSⅠ139, 25.23080502, 105.4136717, 2809496.96468897, -72785.9960809536, -0°18′36.09639″, 1.00006536805775
GPSⅠ140, 25.2301976856, 105.411753836, 2809312.94385662, -73323.2548783498, -0°18′44.24975″, 1.00006633665855
GPSⅠ141, 25.233834996, 105.393693996, 2810448.1123147, -76129.7212327863, -0°19′27.81421″, 1.00007151187429
GPSⅠ142, 25.2352759176, 105.410892032, 2810877.30434203, -73555.6713442224, -0°18′48.52985″, 1.00006675770024
GPSⅠ143, 25.234282224, 105.40507684, 2810574.23799832, -74064.8373330363, -0°18′56.20104″, 1.00006768516119
GPSⅠ144, 25.2347309964, 105.404130508, 2810713.82732748, -74328.6500216252, -0°19′00.31229″, 1.00006816818739
GPSⅠ145, 25.2348099804, 105.402069688, 2810741.33574232, -74904.6748246554, -0°19′09.16122″, 1.00006922885642
GPSⅠ146, 25.2350900064, 105.400466536, 2810830.03069517, -75352.3975389096, -0°19′16.07089″, 1.00007005892316
GPSⅠ147, 25.2400317376, 105.391430784, 2811127.85539289, -76758.6200695934, -0°19′37.78536″, 1.00007269819034
GPSⅠ148, 25.2350653104, 105.390447804, 2810831.96596065, -77035.1370646486, -0°19′41.88571″, 1.00007322295472
GPSⅠ149, 25.2406170076, 105.38521016, 2811311.55802107, -77378.4047506595, -0°19′47.38278″, 1.00007387691984
GPSⅠ150, 25.2414754384, 105.384380468, 2811577.11638329, -77608.8338037801, -0°19′51.04675″, 1.00007431755166
GPSⅠ151, 25.2428234332, 105.382842368, 2811994.51330384, -78036.4186572915, -0°19′57.81099″, 1.00007513866945
GPSⅠ152, 25.2432748048, 105.381374756, 2812135.83252208, -78445.8835702339, -0°20′04.16434″, 1.00007592925068
GPSⅠ153, 25.2442558948, 105.375694744, 2812440.55846287, -78913.7585599216, -0°20′11.49532″, 1.00007683765485
GPSⅠ154, 25.2499800248, 105.374442952, 2812973.29982343, -79260.559183988, -0°20′17.08195″, 1.00007751443344
GPSⅠ155, 25.2510704, 105.373478188, 2813310.50800008, -79528.2560459813, -0°20′21.35919″, 1.00007803888016
GPSⅠ156, 25.2521226044, 105.372138916, 2813636.59557887, -79900.6916684632, -0°20′27.24057″, 1.00007877148058
GPSⅠ157, 25.2523282004, 105.370794568, 2813702.1185796, -80276.0858893919, -0°20′33.03851″, 1.00007951339825
GPSⅠ158, 25.2553056812, 105.360381636, 2814629.41827008, -82063.023100977, -0°21′00.95654″, 1.00008309263952
GPSⅠ159, 25.2606900756, 105.354445484, 2815058.85273702, -82601.5568615145, -0°21′09.45152″, 1.00008418675492
GPSⅠ160, 25.2620540328, 105.353380604, 2815480.51292288, -82896.5891428803, -0°21′14.203″, 1.00008478916715
GPSⅠ161, 25.2510045308, 105.352604336, 2813312.02436625, -83126.9778382931, -0°21′16.62007″, 1.00008526142855
GPSⅠ162, 25.2523821284, 105.352049936, 2813737.00742084, -83279.3191154273, -0°21′19.17993″, 1.00008557416563
GPSⅠ163, 25.2530146304, 105.350163284, 2813934.9719418, -83805.4612486576, -0°21′27.36382″, 1.00008665884959
GPSⅠ164, 25.2540050516, 105.344458756, 2814242.80529912, -84279.9909800433, -0°21′34.81393″, 1.00008764297072
GPSⅠ165, 25.2543742244, 105.342999748, 2814359.00284936, -84687.0817249471, -0°21′41.12862″, 1.00008849168029
GPSⅠ166, 25.2550270484, 105.341672752, 2814562.28699396, -85056.7145126363, -0°21′46.91461″, 1.00008926582504
GPSⅠ167, 25.2557068508, 105.340829128, 2814773.02649628, -85291.1811881924, -0°21′50.62877″, 1.00008975861856
GPSⅠ168, 25.2603355764, 105.335268384, 2814969.32757231, -85726.1726621805, -0°21′57.41701″, 1.00009067648918
GPSⅠ169, 25.5211497224, 106.142966136, 2862972.8035323, -17552.6248587459, -0°04′35.03544″, 1.0000038011189
GPSⅠ170, 25.5153884584, 106.142720256, 2862430.78119116, -17621.8191921884, -0°04′36.05967″, 1.00000383115027
GPSⅠ171, 25.5144792424, 106.142482656, 2862151.01503812, -17688.3608944479, -0°04′37.07102″, 1.0000038601403
GPSⅠ172, 25.5125919172, 106.1425872, 2861570.06134118, -17660.0263127451, -0°04′36.56277″, 1.00000384778696
GPSⅠ173, 25.511938492, 106.140984516, 2861369.5445612, -18106.6401105177, -0°04′43.53407″, 1.00000404486678
GPSⅠ174, 25.511775286, 106.135118924, 2861320.03456799, -18626.2746960189, -0°04′51.66524″, 1.00000428036243
GPSⅠ175, 25.5053128572, 106.131362936, 2860563.62529714, -19673.4457307609, -0°05′07.96915″, 1.00000477518255
GPSⅠ176, 25.580410376, 106.200731832, 2873816.84026647, -8143.37629609484, -0°02′08.15545″, 1.00000081814125
GPSⅠ177, 25.5758113936, 106.194745712, 2873632.82745552, -8696.10341109269, -0°02′16.84385″, 1.00000093297244
GPSⅠ178, 25.5757196944, 106.192820684, 2873604.96857716, -9231.73783555031, -0°02′25.27108″, 1.00000105144456
GPSⅠ179, 25.5750233608, 106.190244488, 2873391.1603572, -9948.69588163083, -0°02′36.53976″, 1.00000122110196
GPSⅠ180, 25.5745629568, 106.184942404, 2873249.72721472, -10311.1024297022, -0°02′42.23294″, 1.00000131168614
GPSⅠ181, 25.5736263376, 106.184427748, 2872961.5477757, -10454.5330363343, -0°02′44.4707″, 1.00000134843252
GPSⅠ182, 25.57212265, 106.183741372, 2872498.86426129, -10645.8940475321, -0°02′47.4502″, 1.00000139824912
GPSⅠ183, 25.5639243552, 106.174971048, 2871207.76895953, -11974.4711727299, -0°03′08.25023″, 1.00000176902479
GPSⅠ184, 25.5630143472, 106.1743215, 2870927.83390607, -12155.4926941826, -0°03′11.07466″, 1.00000182291564
GPSⅠ185, 25.5619280796, 106.173063012, 2870593.80898375, -12506.0421441512, -0°03′16.55874″, 1.00000192957411
GPSⅠ186, 25.5703719088, 106.183181428, 2871960.11135304, -10802.1487229843, -0°02′49.87134″, 1.00000143959713
GPSⅠ187, 25.5602604732, 106.171077792, 2870081.05672688, -13059.0436166093, -0°03′25.20819″, 1.00000210399554
GPSⅠ188, 25.554826172, 106.170901752, 2869639.62693786, -13108.4786602945, -0°03′25.94863″, 1.00000211995661
GPSⅠ189, 25.553020196, 106.165281896, 2869084.2047998, -13559.8948031337, -0°03′32.99351″, 1.00000226848254
GPSⅠ190, 25.5514966544, 106.165869092, 2868615.09074172, -13396.9364973446, -0°03′30.39433″, 1.00000221428813
GPSⅠ191, 25.5501070364, 106.164909332, 2868187.64155495, -13664.5249439983, -0°03′34.55999″, 1.00000230362893
GPSⅠ192, 25.544443606, 106.164540512, 2867675.74518539, -13767.7236975513, -0°03′36.13611″, 1.00000233855777
GPSⅠ193, 25.5411837232, 106.161403184, 2866673.29872691, -14642.16084226, -0°03′49.77139″, 1.00000264505624
GPSⅠ194, 25.5355276008, 106.160519888, 2866163.82159202, -14888.6348112978, -0°03′53.5915″, 1.00000273485745
GPSⅠ195, 25.5343111392, 106.160141096, 2865789.51557694, -14994.5160440838, -0°03′55.21743″, 1.00000277389564
GPSⅠ196, 25.5322514424, 106.154393548, 2865156.10675031, -15481.7868699699, -0°04′02.79955″, 1.00000295711251
GPSⅠ197, 25.53035772, 106.154232448, 2864573.27417033, -15527.3279844515, -0°04′03.45692″, 1.00000297453823
GPSⅠ198, 25.5257121176, 106.153484584, 2864374.80604201, -15735.7933421517, -0°04′06.70586″, 1.00000305494599
GPSⅠ199, 25.5244475852, 106.152606904, 2863985.87934339, -15980.6421083714, -0°04′10.50555″, 1.00000315075756
GPSⅠ200, 25.5225477032, 106.15012636, 2863401.95557873, -16672.0714846625, -0°04′21.28289″, 1.00000342930493
GPSⅠ202, 25.4947411256, 106.123703608, 2858542.42520761, -20695.7998333136, -0°05′23.71044″, 1.00000528439212
GPSⅠ203, 25.4934728816, 106.122796696, 2858152.46257083, -20949.0475255535, -0°05′27.62028″, 1.00000541451373
GPSⅠ204, 25.4932464632, 106.120858744, 2858083.64021741, -21489.0092308758, -0°05′36.05533″, 1.00000569722996
GPSⅠ205, 25.491675398, 106.1201062, 2857600.41464148, -21699.4392591518, -0°05′39.28031″, 1.00000580936071
GPSⅠ206, 25.3635119044, 105.539964216, 2834241.3446472, -51917.4426256807, -0°13′24.13778″, 1.00003325650434
GPSⅠ207, 25.363192498, 105.53456792, 2834144.55803851, -52307.5031127464, -0°13′30.14735″, 1.00003375810801
GPSⅠ208, 25.3612125448, 105.534509276, 2833535.20414437, -52326.2635750976, -0°13′30.23854″, 1.00003378236154
GPSⅠ209, 25.355757288, 105.535045856, 2833086.69742127, -52178.2627043578, -0°13′27.80066″, 1.00003359155384
GPSⅠ210, 25.3545455676, 105.534805628, 2832714.0000753, -52246.7731080122, -0°13′28.73952″, 1.00003367984475
GPSⅠ211, 25.351963788, 105.535167464, 2831918.94922083, -52148.8906774985, -0°13′26.96529″, 1.00003355381022
GPSⅠ212, 25.3503144156, 105.534536276, 2831411.97369067, -52327.0642668216, -0°13′29.55643″, 1.00003378351342
GPSⅠ213, 25.34538959, 105.534079508, 2831127.81959287, -52455.6848126922, -0°13′31.45306″, 1.00003394981487
GPSⅠ214, 25.3447997804, 105.532049648, 2830948.52125015, -53023.0271078308, -0°13′40.16955″, 1.00003468817926
GPSⅠ215, 25.3441870532, 105.530261492, 2830761.92196329, -53522.9416464157, -0°13′47.83945″, 1.0000353453753
GPSⅠ216, 25.2626867328, 105.331226484, 2815700.27968444, -86851.1839054719, -0°22′15.09911″, 1.00009307198218
GPSⅠ217, 25.264487262, 105.325052732, 2816258.43211754, -87455.0943498632, -0°22′24.68554″, 1.00009437074813
GPSⅠ218, 25.2648197364, 105.32321162, 2816364.13278068, -87968.9589504504, -0°22′32.64334″, 1.0000954830056
GPSⅠ219, 25.2648831, 105.320797316, 2816388.07798544, -88643.5513025678, -0°22′43.02774″, 1.00009695306812
GPSⅠ220, 25.265631828, 105.314727676, 2816622.37337262, -89220.4167402648, -0°22′52.02686″, 1.00009821903922
GPSⅠ221, 25.2718722448, 105.313472068, 2817314.31987503, -89566.7076280341, -0°22′57.73775″, 1.00009898285341
GPSⅠ222, 25.273268152, 105.311927596, 2817746.87524786, -89995.4252953437, -0°23′04.57411″, 1.0000999326434
GPSⅠ223, 25.279956974, 105.304673772, 2818580.64112487, -90899.0636161177, -0°23′18.94697″, 1.00010194944752
GPSⅠ224, 25.2811944308, 105.304539924, 2818961.78991084, -90933.8793114923, -0°23′19.6989″, 1.00010202749636
GPSⅠ225, 25.2731341312, 105.30359964, 2817713.79599432, -91205.1133194862, -0°23′23.1632″, 1.00010263727143
GPSⅠ226, 25.2724854292, 105.301046304, 2817518.99525418, -91919.9918352434, -0°23′34.04786″, 1.00010425260864
GPSⅠ227, 25.584456416, 106.225619756, 2875060.14146587, -3444.26705710636, -0°00′54.23072″, 1.00000014635649
GPSⅠ228, 25.5852474116, 106.230817332, 2875303.52818892, -3111.03552387074, -0°00′48.98869″, 1.00000011940654
GPSⅠ229, 25.5905944956, 106.23181392, 2875718.10068299, -2833.69347975841, -0°00′44.62884″, 1.00000009906577
GPSⅠ230, 25.5909659328, 106.233650928, 2875832.32930037, -2322.63089996045, -0°00′36.58161″, 1.00000006655461
GPSⅠ231, 25.5913139304, 106.235088372, 2875939.37895511, -1922.7321759288, -0°00′30.28447″, 1.0000000456095
GPSⅠ232, 25.5909153168, 106.240921204, 2875816.61983071, -1412.87348240446, -0°00′22.25272″, 1.00000002462773
GPSⅠ233, 25.2727108144, 105.295337312, 2817591.65251298, -92397.0856885899, -0°23′41.42784″, 1.00010533763134
GPSⅠ234, 25.27326682, 105.293607944, 2817766.13309678, -92879.1639310929, -0°23′48.94388″, 1.00010643967764
GPSⅠ235, 25.2733066036, 105.291454064, 2817782.56198195, -93480.9631926585, -0°23′58.21052″, 1.00010782349361
GPSⅠ236, 25.273845124, 105.28485688, 2817953.40209974, -94205.5610076677, -0°24′09.45691″, 1.00010950151305
GPSⅠ237, 25.2749614768, 105.282105184, 2818302.44852293, -94972.0577478917, -0°24′21.45496″, 1.00011129063336
GPSⅠ238, 25.2741001696, 105.283110484, 2818035.34506683, -94693.0175797693, -0°24′17.00403″, 1.00011063765822
GPSⅠ239, 25.2752145532, 105.280344208, 2818383.84281993, -95463.5763350705, -0°24′29.06567″, 1.00011244556802
GPSⅠ240, 25.274686714, 105.27497628, 2818224.0979934, -95846.9793420829, -0°24′34.86918″, 1.00011335064114
GPSⅠ241, 25.2753922816, 105.273220272, 2818444.79467024, -96336.1074617184, -0°24′42.52699″, 1.00011451047966
GPSⅠ242, 25.2716425324, 105.29473478, 2817263.99123889, -92567.7304580846, -0°23′43.86341″, 1.00010572714249
GPSⅠ243, 25.2714576292, 105.293267168, 2817209.91452192, -92978.2525915188, -0°23′50.14556″, 1.00010666701149
GPSⅠ244, 25.270666504, 105.291025664, 2816970.75963605, -93606.3489524506, -0°24′-00.33467″, 1.00010811308321
GPSⅠ245, 25.2715691968, 105.284799928, 2817252.96969546, -94226.3987921145, -0°24′09.36585″, 1.00010955008733
GPSⅠ246, 25.2718549864, 105.283048024, 2817344.38662931, -94715.3532990105, -0°24′16.93947″, 1.00011068998395
GPSⅠ247, 25.2724271776, 105.2810488, 2817524.46882278, -95272.7890493719, -0°24′25.61956″, 1.00011199671386
GPSⅠ248, 25.2734260696, 105.275861952, 2817834.29543856, -95602.2595733616, -0°24′30.87175″, 1.00011277262003
GPSⅠ249, 26.0601045944, 106.362841516, 2888508.84420083, 19132.5089762636,  0°05′02.86485″, 1.00000451598792
GPSⅠ250, 26.0600113076, 106.364345164, 2888480.75006496, 19550.4485357686,  0°05′09.47726″, 1.00000471544199
GPSⅠ251, 26.0554808692, 106.365812236, 2888318.0948746, 19958.4307828147,  0°05′15.91497″, 1.00000491430233
GPSⅠ252, 26.0549250724, 106.37133158, 2888147.66961411, 20380.9634310092,  0°05′22.58114″, 1.00000512458434
GPSⅠ253, 26.055342244, 106.373306684, 2888276.94855937, 20929.6971128126,  0°05′31.28324″, 1.00000540424511
GPSⅠ254, 25.5915561888, 106.242477736, 2876013.84216704, -979.846094659815, -0°00′15.43377″, 1.00000001184495
GPSⅠ255, 25.5852920192, 106.20589092, 2875318.60624737, -6707.1770373668, -0°01′45.61681″, 1.00000055500605
GPSⅠ256, 25.5848379764, 106.20396618, 2875179.13599242, -7242.71962100947, -0°01′54.04355″, 1.00000064717485
GPSⅠ264, 25.5228261056, 106.141983156, 2863489.15940199, -17825.6505559552, -0°04′39.3713″, 1.00000392028577
GPSⅠ265, 25.52241095, 106.140379068, 2863361.98768388, -18272.4912135909, -0°04′46.35974″, 1.000004119292
GPSⅠ266, 25.5228233444, 106.134394568, 2863489.70086312, -18824.9052604913, -0°04′55.03201″, 1.00000437212509
GPSⅠ267, 25.52106266, 106.133174888, 2862948.25497423, -19165.3181287516, -0°05′00.3019″, 1.00000453168221
GPSⅠ268, 25.515811336, 106.130946488, 2862564.01749159, -19786.4277523338, -0°05′09.98627″, 1.00000483017057
GPSⅠ269, 25.514628736, 106.124761504, 2862200.943659, -20395.4504558348, -0°05′19.48101″, 1.00000513209357
GPSⅠ270, 25.5140363704, 106.123259548, 2862019.26903171, -20814.0043626365, -0°05′26.01358″, 1.00000534489762
GPSⅠ271, 25.5130048516, 106.122004336, 2861702.32650116, -21164.0717654696, -0°05′31.45458″, 1.00000552620257
GPSⅠ272, 25.5121904128, 106.115864784, 2861452.61467134, -21760.3326185939, -0°05′40.75853″, 1.00000584197388
GPSⅠ273, 25.5041795844, 106.112246784, 2860219.79266218, -22770.0672895312, -0°05′56.3942″, 1.00000639673127
GPSⅠ274, 25.5026289816, 106.111725756, 2859742.77216573, -22916.015362398, -0°05′58.60992″, 1.00000647900085
GPSⅠ275, 25.5010782024, 106.111224168, 2859265.68972285, -23056.5590422549, -0°06′00.74021″, 1.0000065587211
GPSⅠ276, 25.500112236, 106.11080484, 2858968.57252615, -23173.8825649515, -0°06′02.5326″, 1.00000662564249
GPSⅠ277, 25.4939644508, 106.110264696, 2858307.75538173, -23325.5086944794, -0°06′04.80789″, 1.0000067126364
GPSⅠ278, 25.4922312884, 106.110543408, 2857774.15603196, -23248.8100216794, -0°06′03.53049″, 1.00000666856999
GPSⅠ279, 25.4833116616, 106.10511374, 2856260.61904202, -23649.7931186286, -0°06′09.57582″, 1.00000690060316
GPSⅠ280, 25.4816443828, 106.10520356, 2855747.39195343, -23625.6871171168, -0°06′09.12305″, 1.00000688654873
GPSⅠ281, 25.4803816936, 106.105062404, 2855358.8115174, -23665.7122744964, -0°06′09.69071″, 1.00000690990649
GPSⅠ282, 25.4746286916, 106.1038559, 2854819.85126645, -24002.8560284549, -0°06′14.87615″, 1.00000710819366
GPSⅠ283, 25.473811434, 106.102415864, 2854569.03805017, -24404.5683403624, -0°06′21.11162″, 1.00000734811373
GPSⅠ284, 25.473090426, 106.1003459, 2854348.19303046, -24981.7680227117, -0°06′30.09069″, 1.00000769981223
GPSⅠ285, 25.4712789744, 106.100157296, 2853790.73537088, -25035.3785880881, -0°06′30.84028″, 1.00000773290227
GPSⅠ286, 25.470319506, 106.09539172, 2853495.82113327, -25249.2775669901, -0°06′34.13283″, 1.00000786560855
GPSⅠ287, 25.4653574708, 106.0939456, 2853200.48710787, -25652.835814948, -0°06′40.38465″, 1.00000811905361
GPSⅠ288, 25.4655658496, 106.092993292, 2853265.14298535, -25918.0911906186, -0°06′44.53516″, 1.00000828782627
GPSⅠ289, 25.4654035652, 106.09190026, 2853215.79345131, -26222.7858131539, -0°06′49.28271″, 1.00000848383701
GPSⅠ290, 25.462656506, 106.084621776, 2852372.10512876, -27138.1414933387, -0°07′03.42573″, 1.00000908647665
GPSⅠ291, 25.4627928236, 106.083316812, 2852414.81464896, -27501.7337262074, -0°07′09.10599″, 1.00000933158556
GPSⅠ292, 25.461808526, 106.082226408, 2852112.48794359, -27806.2539617754, -0°07′13.8046″, 1.00000953938767
GPSⅠ293, 25.4614958156, 106.081156308, 2852016.86768179, -28104.6899799227, -0°07′18.44357″, 1.00000974525504
GPSⅠ294, 25.46106383, 106.080449124, 2851884.32487929, -28302.0646276507, -0°07′21.49912″, 1.00000988261674
GPSⅠ295, 25.4609580692, 106.074898712, 2851852.70412771, -28734.2349185455, -0°07′28.23497″, 1.00001018673567
GPSⅠ296, 25.4557552228, 106.073763848, 2851483.16453582, -29051.3355157409, -0°07′33.11414″, 1.00001041281725
GPSⅠ297, 25.4548408372, 106.072540784, 2851202.47405122, -29392.8392412398, -0°07′38.38877″, 1.00001065907063
GPSⅠ298, 25.453970062, 106.07123024, 2850935.27025319, -29758.7097407209, -0°07′44.04466″, 1.00001092608731
GPSⅠ299, 25.4534725672, 106.065328504, 2850783.34675092, -30289.112459807, -0°07′52.28654″, 1.00001131904286
GPSⅠ300, 25.4500341748, 106.061292436, 2849727.64912754, -31416.572215309, -0°08′09.65837″, 1.00001217741269
GPSⅠ301, 25.4501848816, 106.055608284, 2849775.1587386, -31885.9109339684, -0°08′16.98282″, 1.00001254397202
GPSⅠ302, 25.4451688824, 106.053620436, 2849463.78562198, -32440.7802020973, -0°08′25.56768″, 1.00001298435124
GPSⅠ303, 25.44361914, 106.051815864, 2848988.02476323, -32944.9949153323, -0°08′33.32713″, 1.00001339112099
GPSⅠ304, 25.4441604792, 106.050213252, 2849155.76577155, -33391.3216603836, -0°08′40.31645″, 1.00001375641181
GPSⅠ305, 25.4451822312, 106.04414804, 2849471.72118663, -33966.209825705, -0°08′49.34163″, 1.00001423416296
GPSⅠ306, 25.4452572372, 106.042252928, 2849496.17395397, -34494.4156963479, -0°08′57.57847″, 1.00001468031441
GPSⅠ307, 25.444390044, 106.040894504, 2849230.24792921, -34873.7816615117, -0°09′03.43244″, 1.00001500500255
GPSⅠ308, 25.4423892, 106.031517256, 2848618.43052892, -36374.4207888967, -0°09′26.67658″, 1.00001632415429
GPSⅠ309, 25.4419899204, 106.02566466, 2848496.96287056, -36891.2122112532, -0°09′34.69937″, 1.00001679130654
GPSⅠ310, 25.442305482, 106.024666848, 2848594.86937454, -37169.1026910661, -0°09′39.05109″, 1.00001704522504
GPSⅠ311, 25.4411778288, 106.023773148, 2848248.48412851, -37419.2212935492, -0°09′42.86632″, 1.00001727540913
GPSⅠ312, 25.4407038816, 106.022455476, 2848103.64827164, -37786.9761536943, -0°09′48.56026″, 1.00001761664723
GPSⅠ313, 25.4357443844, 106.020735576, 2847809.69581633, -38267.3060393221, -0°09′55.97105″, 1.00001806737259
GPSⅠ314, 25.440953052, 106.01468444, 2848183.3834723, -38838.0470194051, -0°10′04.95038″, 1.00001861031648
GPSⅠ315, 25.4400033864, 106.013384768, 2847892.14769199, -39201.2351183037, -0°10′10.53577″, 1.00001896001721
GPSⅠ316, 25.4426537928, 105.573994164, 2848728.84446657, -45719.41761747, -0°11′52.2883″, 1.00002578935557
GPSⅠ317, 25.4428798728, 105.57271098, 2848799.67158336, -46076.8895900269, -0°11′57.87777″, 1.00002619421558
GPSⅠ318, 25.4423446284, 105.581431084, 2848630.41040321, -44761.6271371321, -0°11′37.33935″, 1.00002472013487
GPSⅠ319, 25.44246336, 105.575483952, 2848668.80198906, -45304.3090194233, -0°11′45.80432″, 1.0000253231742
GPSⅠ320, 25.445230104, 105.56406266, 2849527.64280596, -47370.1105342259, -0°12′18.24136″, 1.00002768518746
GPSⅠ321, 25.4453949768, 105.562104764, 2849580.35510581, -47915.6990825938, -0°12′26.75954″, 1.00002832659267
GPSⅠ322, 25.4440587036, 105.56237768, 2849168.77658844, -47841.1094232285, -0°12′25.47373″, 1.00002823848894
GPSⅠ323, 25.4427249864, 105.561553136, 2848759.09285473, -48072.4517872814, -0°12′28.95499″, 1.00002851227213
GPSⅠ324, 25.4406449568, 105.560816, 2848119.61043705, -48280.2782188721, -0°12′31.99925″, 1.00002875936461
GPSⅠ325, 25.435057022, 105.5619059, 2847629.74254666, -47978.2017747871, -0°12′27.14716″, 1.00002840063285
GPSⅠ326, 25.4329335188, 105.562722092, 2846975.31020243, -47753.0079845704, -0°12′23.44467″, 1.00002813468138
GPSⅠ327, 25.4317973876, 105.5627267, 2846625.60687158, -47752.9835621037, -0°12′23.33968″, 1.00002813466885
GPSⅠ328, 25.4255233396, 105.562059404, 2845926.33200844, -47941.5681563134, -0°12′26.06512″, 1.00002835735851
GPSⅠ329, 25.4241552424, 105.562268996, 2845505.02394024, -47884.6486995354, -0°12′25.05302″, 1.00002829008232
GPSⅠ330, 25.414416612, 105.561101984, 2843739.86946245, -48216.4792326054, -0°12′29.68285″, 1.00002868361488
GPSⅠ331, 25.4134939248, 105.560921156, 2843456.05273006, -48267.9411616784, -0°12′30.39718″, 1.00002874488992
GPSⅠ332, 25.4426087316, 105.583240048, 2848710.00542976, -44257.0661371927, -0°11′29.5012″, 1.000024165971
GPSⅠ333, 25.4420476104, 105.590146184, 2848534.61043064, -43447.4877596237, -0°11′16.84114″, 1.00002328994225
